Learning Area,Element,Sub-element,Progression level,Progression level name / stage name,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Literacy,Writing,Spelling,Level 4,,,LP9-W-SPELL-Level4-04,4,"uses 'sounding out' to spell words (e.g. ""p-at"")",uses 'sounding out' to spell words,"e.g. ""p-at""",Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 4,,,LP9-W-SPELL-Level4-05,5,"writes correctly some common high-frequency words with uncommon phoneme/grapheme correspondences (e.g. ""was"")",writes correctly some common high-frequency words with uncommon phoneme/grapheme correspondences,"e.g. ""was""",Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-01,1,"uses visual knowledge, phonic knowledge and morphemic knowledge to attempt to spell words","uses visual knowledge, phonic knowledge and morphemic knowledge to attempt to spell words",,,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-02,2,"represents all phonemes when attempting to spell one- and two-syllable words (e.g. ""sista"" for ""sister"")",represents all phonemes when attempting to spell one- and two-syllable words,"e.g. ""sista"" for ""sister""",,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-03,3,"spells less familiar words using common phoneme/grapheme correspondences (e.g. spells ""some"" as ""sum"")",spells less familiar words using common phoneme/grapheme correspondences,"e.g. spells ""some"" as ""sum""",,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-04,4,"writes common plurals formed by adding ‘s’ correctly (e.g. ""cats"")",writes common plurals formed by adding ‘s’ correctly,"e.g. ""cats""",,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-05,5,"writes words with common suffixes that indicate tense (e.g. ""play"", ""played"", ""playing"")",writes words with common suffixes that indicate tense,"e.g. ""play"", ""played"", ""playing""",,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-06,6,"contributes to a group discussion about word origins (e.g. ""bi"" means ""two"" in ""bicycle"")",contributes to a group discussion about word origins,"e.g. ""bi"" means ""two"" in ""bicycle""",,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 5,,,LP9-W-SPELL-Level5-07,7,writes a range of high-frequency words correctly,writes a range of high-frequency words correctly,,,Yes,,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-01,1,"exchanges one letter in a word to make a new word (e.g. ""fan"", ""tan"", ""tap"")",exchanges one letter in a word to make a new word,"e.g. ""fan"", ""tan"", ""tap""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-02,2,"writes two-letter consonant blends in words correctly (e.g. ""sl"" in ""slip"")",writes two-letter consonant blends in words correctly,"e.g. ""sl"" in ""slip""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-03,3,"writes common plurals formed with adding ""es"" correctly (e.g. ""boxes"")","writes common plurals formed with adding ""es"" correctly","e.g. ""boxes""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-04,4,"writes words with consonants doubled after a short vowel (e.g. ""shopping"")",writes words with consonants doubled after a short vowel,"e.g. ""shopping""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-05,5,"recognises some spelling errors using visual, phonic and morphemic knowledge","recognises some spelling errors using visual, phonic and morphemic knowledge",,,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-06,6,"spells simple words with split digraph correctly (e.g. ""blame"", ""tide"")",spells simple words with split digraph correctly,"e.g. ""blame"", ""tide""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-07,7,"spells common words with simple vowel digraphs (e.g. ""tree"", ""tail"")",spells common words with simple vowel digraphs,"e.g. ""tree"", ""tail""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 6,,,LP9-W-SPELL-Level6-08,8,"writes simple contractions (e.g. ""I’m"", ""isn’t"")",writes simple contractions,"e.g. ""I’m"", ""isn’t""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-01,1,"uses morphemic word families to spell words (e.g. ""small"", ""smaller"")",uses morphemic word families to spell words,"e.g. ""small"", ""smaller""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-02,2,"writes more difficult, unfamiliar words phonetically, with all phonemes represented (e.g. ""enjin"" for ""engine"")","writes more difficult, unfamiliar words phonetically, with all phonemes represented","e.g. ""enjin"" for ""engine""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-03,3,"spells words with learnt consonant digraphs (e.g. ""sheep"", ""tooth"")",spells words with learnt consonant digraphs,"e.g. ""sheep"", ""tooth""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-04,4,"spells multisyllabic words with learnt long vowel phonemes (e.g. ""pi-lot"", ""di-et"")",spells multisyllabic words with learnt long vowel phonemes,"e.g. ""pi-lot"", ""di-et""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-05,5,"writes one- and two-syllable words with consonant blends (e.g. ""clapping"")",writes one- and two-syllable words with consonant blends,"e.g. ""clapping""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-06,6,"uses knowledge of morphemes to spell compound words with common base words (e.g. ""handbag"", ""bedroom"")",uses knowledge of morphemes to spell compound words with common base words,"e.g. ""handbag"", ""bedroom""",,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 7,,,LP9-W-SPELL-Level7-07,7,uses simple dictionaries and spellcheckers,uses simple dictionaries and spellcheckers,,,,Yes,,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-01,1,"uses a bank of spelling strategies and knowledge to attempt to spell words (e.g. phonic knowledge, visual knowledge, morphemic knowledge)",uses a bank of spelling strategies and knowledge to attempt to spell words,"e.g. phonic knowledge, visual knowledge, morphemic knowledge",,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-02,2,writes most common and high-frequency words correctly,writes most common and high-frequency words correctly,,,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-03,3,"writes common words with silent letters correctly (e.g. ""crumb"", ""knee"")",writes common words with silent letters correctly,"e.g. ""crumb"", ""knee""",,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-04,4,"writes some common contractions correctly (e.g. ""you're"", ""won’t"")",writes some common contractions correctly,"e.g. ""you're"", ""won’t""",,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-05,5,"uses three-letter consonant blends in words correctly (e.g. ""three"", ""string"", ""splash"")",uses three-letter consonant blends in words correctly,"e.g. ""three"", ""string"", ""splash""",,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-06,6,"uses knowledge of morphemes to spell compound words, where the base word remains unchanged (e.g. ""grandmother"")","uses knowledge of morphemes to spell compound words, where the base word remains unchanged","e.g. ""grandmother""",,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-07,7,recognises spelling errors in own writing,recognises spelling errors in own writing,,,,,Yes,,,,,,,
Literacy,Writing,Spelling,Level 8,,,LP9-W-SPELL-Level8-08,8,"spells words with r-controlled vowel digraphs (e.g. ""start"", ""worm"")",spells words with r-controlled vowel digraphs,"e.g. ""start"", ""worm""",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-01,1,"uses learnt spelling rules and knowledge, word origins and generalisations to spell (e.g. phonological knowledge, morphemic knowledge, visual knowledge, etymological knowledge and orthographic knowledge)","uses learnt spelling rules and knowledge, word origins and generalisations to spell","e.g. phonological knowledge, morphemic knowledge, visual knowledge, etymological knowledge and orthographic knowledge",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-02,2,"writes words with common prefixes and suffixes (e.g. ""unhappy"", ""helpful"")",writes words with common prefixes and suffixes,"e.g. ""unhappy"", ""helpful""",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-03,3,uses some common spelling generalisations when attempting to spell unfamiliar words (e.g. drop e from base word when adding a suffix),uses some common spelling generalisations when attempting to spell unfamiliar words,e.g. drop e from base word when adding a suffix,,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-04,4,"uses less common vowel digraphs (e.g. ""head"", ""suit"")",uses less common vowel digraphs,"e.g. ""head"", ""suit""",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-05,5,"writes all common contractions correctly (e.g. ""doesn’t"")",writes all common contractions correctly,"e.g. ""doesn’t""",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-06,6,"spells common homophones according to context (e.g. ""hear"" or ""here"", ""their"" or ""there"" or ""they're"")",spells common homophones according to context,"e.g. ""hear"" or ""here"", ""their"" or ""there"" or ""they're""",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-07,7,uses spell check function,uses spell check function,,,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-08,8,uses authoritative sources (e.g. dictionaries/web search to spell unfamiliar words),uses authoritative sources,e.g. dictionaries/web search to spell unfamiliar words,,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-09,9,identifies errors and attempts to correct spelling,identifies errors and attempts to correct spelling,,,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-10,10,"writes words using diphthongs correctly (e.g. ""house"", ""boil"")",writes words using diphthongs correctly,"e.g. ""house"", ""boil""",,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 9,,,LP9-W-SPELL-Level9-11,11,writes all words from the 100 high-frequency words correctly,writes all words from the 100 high-frequency words correctly,,,,,,Yes,,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-01,1,"writes words correctly which do not include common phoneme/grapheme correspondences (e.g. ""island"")",writes words correctly which do not include common phoneme/grapheme correspondences,"e.g. ""island""",,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-02,2,"spells less common homophones correctly (e.g. ""site"", ""sight"")",spells less common homophones correctly,"e.g. ""site"", ""sight""",,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-03,3,applies spelling generalisations when writing words,applies spelling generalisations when writing words,,,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-04,4,"explains and uses a range of morphemic word families (e.g. ""friend"", ""friendship"", ""unfriendly"")",explains and uses a range of morphemic word families,"e.g. ""friend"", ""friendship"", ""unfriendly""",,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-05,5,"uses knowledge of prefixes and suffixes to spell less common words (e.g. ""triangle"", ""disagree"")",uses knowledge of prefixes and suffixes to spell less common words,"e.g. ""triangle"", ""disagree""",,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-06,6,"explains that some different areas of the world have different accepted spelling rules and makes choices accordingly when producing text (e.g. ""colour"", ""color"")",explains that some different areas of the world have different accepted spelling rules and makes choices accordingly when producing text,"e.g. ""colour"", ""color""",,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 10,,,LP9-W-SPELL-Level10-07,7,"spells a range of words with less common letter groupings correctly (e.g. ""ion"" - ""fashion"")",spells a range of words with less common letter groupings correctly,"e.g. ""ion"" - ""fashion""",,,,,Yes,Yes,,,,,
Literacy,Writing,Spelling,Level 11,,,LP9-W-SPELL-Level11-01,1,"explains how words are spelt using morphemic, visual, phonological, etymological and orthographic knowledge","explains how words are spelt using morphemic, visual, phonological, etymological and orthographic knowledge",,,,,,,,Yes,,,,
Literacy,Writing,Spelling,Level 11,,,LP9-W-SPELL-Level11-02,2,"writes irregular plurals correctly (e.g. ""mice"")",writes irregular plurals correctly,"e.g. ""mice""",,,,,,,Yes,,,,
Literacy,Writing,Spelling,Level 11,,,LP9-W-SPELL-Level11-03,3,"spells words with less common silent letters correctly (e.g. ""subtle"", ""pneumonia"")",spells words with less common silent letters correctly,"e.g. ""subtle"", ""pneumonia""",,,,,,,Yes,,,,
Literacy,Writing,Spelling,Level 11,,,LP9-W-SPELL-Level11-04,4,explains how the spellings and meanings of some words have changed over time,explains how the spellings and meanings of some words have changed over time,,,,,,,,Yes,,,,
Literacy,Writing,Spelling,Level 12,,,LP9-W-SPELL-Level12-01,1,"uses less common prefixes and suffixes including those which require changes to the base word (e.g. ""glamour"" - ""glamorous"", ""explain"" - ""explanation"")",uses less common prefixes and suffixes including those which require changes to the base word,"e.g. ""glamour"" - ""glamorous"", ""explain"" - ""explanation""",,,,,,,Yes,Yes,,,
